LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (?),WINNERS
EZ2 Lotto 9PM,26-29,43805,4000,125
EZ2 Lotto 11AM,44664,43805,4000,81
EZ2 Lotto 4PM,44673,43805,4000,149
Grand Lotto 6/55,22-53-20-34-16-38,43805,29700000,0
Superlotto 6/49,15-01-30-10-09-48,43775,31656991,0
6Digit,3-6-1-6-7-3,43775,273814,1
Suertres Lotto 11AM,0-4-9,43775,4500,114
Suertres Lotto 4PM,0-4-8,43775,4500,189
Suertres Lotto 9PM,0-5-4,43775,4500,145
EZ2 Lotto 9PM,42705,43775,4000,573
Lotto 6/42,07-36-35-27-19-08,43775,22160793.2,0
EZ2 Lotto 11AM,13-18,43775,4000,207
EZ2 Lotto 4PM,43831,43775,4000,121
Ultra Lotto 6/58,53-40-48-21-13-57,43775,49500000,0
Megalotto 6/45,21-34-39-13-25-17,43744,34450585.4,0
4Digit,6-3-9-0,43744,52236,15
Suertres Lotto 11AM,38173,43744,4500,150
Suertres Lotto 4PM,37048,43744,4500,154
Suertres Lotto 9PM,0-2-8,43744,4500,165
EZ2 Lotto 9PM,13-15,43744,4000,181
EZ2 Lotto 11AM,42217,43744,4000,71
EZ2 Lotto 4PM,19-16,43744,4000,39
Grand Lotto 6/55,39-01-55-23-31-45,43744,29700000,0
Superlotto 6/49,33-19-10-30-40-39,43714,29319347.4,0
Suertres Lotto 11AM,0-7-0,43714,4500,90
Suertres Lotto 4PM,39936,43714,4500,192
Suertres Lotto 9PM,38052,43714,4500,287
EZ2 Lotto 9PM,44682,43714,4000,467
EZ2 Lotto 11AM,44813,43714,4000,529
EZ2 Lotto 4PM,44653,43714,4000,119
Ultra Lotto 6/58,23-45-34-52-16-31,43714,49500000,0
6Digit,2-1-0-7-1-6,43683,12805775,1
Suertres Lotto 11AM,39630,43683,4500,234
Suertres Lotto 4PM,37408,43683,4500,140
Suertres Lotto 9PM,0-5-5,43683,4500,215
EZ2 Lotto 9PM,45413,43683,4000,583
Lotto 6/42,08-25-40-05-07-11,43683,19467360.4,0
EZ2 Lotto 11AM,44833,43683,4000,151
EZ2 Lotto 4PM,45778,43683,4000,228
Grand Lotto 6/55,26-34-39-52-22-47,43683,29700000,0
Megalotto 6/45,06-20-45-01-28-19,43652,30811848.8,0
4Digit,4-6-3-5,43652,71376,10
Suertres Lotto 11AM,37501,43652,4500,82
Suertres Lotto 4PM,0-8-4,43652,4500,54
Suertres Lotto 9PM,36747,43652,4500,261
EZ2 Lotto 9PM,44875,43652,4000,772
EZ2 Lotto 11AM,28-27,43652,4000,74
EZ2 Lotto 4PM,42217,43652,4000,221
Ultra Lotto 6/58,35-24-32-02-56-30,43652,49500000,0
Superlotto 6/49,19-16-36-08-38-12,43622,26447506.8,0
6Digit,2-5-8-4-3-0,43622,12755775.48,0
Suertres Lotto 11AM,38755,43622,4500,267
Suertres Lotto 4PM,38024,43622,4500,353
Suertres Lotto 9PM,36678,43622,4500,338
EZ2 Lotto 9PM,29-14,43622,4000,143
Lotto 6/42,37-20-17-36-34-12,43622,16623847,0
EZ2 Lotto 11AM,26-24,43622,4000,27
EZ2 Lotto 4PM,11079,43622,4000,208
Megalotto 6/45,13-23-31-16-32-10,43591,27641473.6,0
4Digit,0-7-0-7,43591,19272,32
Suertres Lotto 11AM,38474,43591,4500,593
Suertres Lotto 4PM,38811,43591,4500,91
Suertres Lotto 9PM,37409,43591,4500,338
EZ2 Lotto 9PM,44778,43591,4000,701
EZ2 Lotto 11AM,19-16,43591,4000,53
EZ2 Lotto 4PM,44747,43591,4000,235
Grand Lotto 6/55,22-38-16-05-46-29,43591,29700000,0
Superlotto 6/49,45-13-12-15-25-03,43561,23639193.8,0
6Digit,5-5-2-3-9-6,43561,12478426.7,0
Suertres Lotto 11AM,38937,43561,4500,83
Suertres Lotto 4PM,38845,43561,4500,171
Suertres Lotto 9PM,38473,43561,4500,246
EZ2 Lotto 9PM,44632,43561,4000,263
Lotto 6/42,37-04-09-41-21-14,43561,14071088.6,0
EZ2 Lotto 11AM,44753,43561,4000,107
EZ2 Lotto 4PM,13-15,43561,4000,126
Ultra Lotto 6/58,50-03-54-07-26-29,43561,49500000,0
Megalotto 6/45,43-04-13-45-21-32,43530,24587686.4,0
4Digit,7-2-4-3,43530,37774,20
Suertres Lotto 11AM,0-7-6,43530,4500,35
Suertres Lotto 4PM,36957,43530,4500,280
Suertres Lotto 9PM,38937,43530,4500,136
EZ2 Lotto 9PM,41760,43530,4000,454
EZ2 Lotto 11AM,44576,43530,4000,94
EZ2 Lotto 4PM,21-26,43530,4000,74
Grand Lotto 6/55,30-03-52-49-05-41,43530,29700000,0
Superlotto 6/49,09-46-28-45-01-16,43502,21484141,0
Suertres Lotto 11AM,39632,43502,4500,150
Suertres Lotto 4PM,38024,43502,4500,257
Suertres Lotto 9PM,39326,43502,4500,595
EZ2 Lotto 9PM,13-19,43502,4000,322
EZ2 Lotto 11AM,29-28,43502,4000,60
EZ2 Lotto 4PM,46113,43502,4000,203
Ultra Lotto 6/58,54-05-13-56-28-37,43502,49500000,0
6Digit,6-6-8-3-8-3,43471,12051102.86,0
Suertres Lotto 11AM,37377,43471,4500,263
Suertres Lotto 4PM,39696,43471,4500,173
Suertres Lotto 9PM,39878,43471,4500,312
EZ2 Lotto 9PM,44712,43471,4000,496
Lotto 6/42,19-32-25-06-09-40,43471,11760700,0
EZ2 Lotto 11AM,43282,43471,4000,187
EZ2 Lotto 4PM,23-30,43471,4000,123
Grand Lotto 6/55,19-01-15-17-43-48,43471,29700000,0
Megalotto 6/45,05-21-44-25-28-02,5/31/2019,21607258.6,0
4Digit,6-3-7-1,5/31/2019,10000,83
Suertres Lotto 11AM,37381,5/31/2019,4500,306
Suertres Lotto 4PM,38938,5/31/2019,4500,114
Suertres Lotto 9PM,38752,5/31/2019,4500,879
EZ2 Lotto 9PM,44819,5/31/2019,4000,201
EZ2 Lotto 11AM,22-31,5/31/2019,4000,178
EZ2 Lotto 4PM,26-23,5/31/2019,4000,100
Ultra Lotto 6/58,33-04-38-35-56-47,5/31/2019,49500000,0
Superlotto 6/49,13-42-33-45-21-46,5/30/2019,18705435.8,0
6Digit,0-0-5-1-4-6,5/30/2019,11533286.78,0
Suertres Lotto 11AM,37076,5/30/2019,4500,267
Suertres Lotto 4PM,37296,5/30/2019,4500,140
Suertres Lotto 9PM,38473,5/30/2019,4500,333
EZ2 Lotto 9PM,44601,5/30/2019,4000,248
Lotto 6/42,16-04-26-09-30-32,5/30/2019,9161025.8,0
EZ2 Lotto 11AM,44501,5/30/2019,4000,227
EZ2 Lotto 4PM,44836,5/30/2019,4000,196
Megalotto 6/45,45-37-13-09-44-16,5/29/2019,18640988.8,0
4Digit,7-1-3-1,5/29/2019,36928,11
Suertres Lotto 11AM,39967,5/29/2019,4500,464
Suertres Lotto 4PM,7-0-2,5/29/2019,4500,165
Suertres Lotto 9PM,39302,5/29/2019,4500,160
EZ2 Lotto 9PM,21-29,5/29/2019,4000,417
EZ2 Lotto 11AM,44590,5/29/2019,4000,174
EZ2 Lotto 4PM,44692,5/29/2019,4000,228
Grand Lotto 6/55,20-51-33-13-44-54,5/29/2019,29700000,0
Superlotto 6/49,10-36-47-43-42-34,5/28/2019,15903826.4,0
6Digit,4-7-3-5-9-2,5/28/2019,11078102.66,0
Suertres Lotto 11AM,39968,5/28/2019,4500,83
Suertres Lotto 4PM,39873,5/28/2019,4500,129
Suertres Lotto 9PM,0-6-7,5/28/2019,4500,117
EZ2 Lotto 9PM,44901,5/28/2019,4000,599
Lotto 6/42,15-18-32-30-08-06,5/28/2019,6897700.6,0
EZ2 Lotto 11AM,44580,5/28/2019,4000,175
EZ2 Lotto 4PM,44854,5/28/2019,4000,218
Ultra Lotto 6/58,18-16-45-27-17-44,5/28/2019,49500000,0
Megalotto 6/45,30-41-38-33-32-20,5/27/2019,15892709.6,0
4Digit,8-1-1-4,5/27/2019,25924,19
Suertres Lotto 11AM,37991,5/27/2019,4500,246
Suertres Lotto 4PM,36649,5/27/2019,4500,321
Suertres Lotto 9PM,39207,5/27/2019,4500,210
EZ2 Lotto 9PM,30-19,5/27/2019,4000,93
EZ2 Lotto 11AM,44916,5/27/2019,4000,131
EZ2 Lotto 4PM,11355,5/27/2019,4000,86
Grand Lotto 6/55,02-04-06-08-24-01,5/27/2019,210795849.6,1
Superlotto 6/49,14-01-04-05-10-40,5/26/2019,15840000,0
Suertres Lotto 11AM,0-3-0,5/26/2019,4500,80
Suertres Lotto 4PM,36929,5/26/2019,4500,239
Suertres Lotto 9PM,37630,5/26/2019,4500,303
EZ2 Lotto 9PM,43009,5/26/2019,4000,477
EZ2 Lotto 11AM,44013,5/26/2019,4000,192
EZ2 Lotto 4PM,43983,5/26/2019,4000,246
Ultra Lotto 6/58,46-28-04-05-45-09,5/26/2019,49500000,0
6Digit,4-1-8-5-0-5,5/25/2019,10524477.06,0
Suertres Lotto 11AM,38053,5/25/2019,4500,308
Suertres Lotto 4PM,0-2-5,5/25/2019,4500,206
Suertres Lotto 9PM,38420,5/25/2019,4500,335
EZ2 Lotto 9PM,30-29,5/25/2019,4000,75
Lotto 6/42,04-02-09-19-34-07,5/25/2019,5940000,0
EZ2 Lotto 11AM,44601,5/25/2019,4000,60
EZ2 Lotto 4PM,42767,5/25/2019,4000,197
Grand Lotto 6/55,02-09-49-21-24-11,5/25/2019,203796290,0
Megalotto 6/45,30-26-21-13-33-11,5/24/2019,13399845.4,0
4Digit,6-1-3-4,5/24/2019,69429,10
Suertres Lotto 11AM,39271,5/24/2019,4500,118
Suertres Lotto 4PM,39235,5/24/2019,4500,166
Suertres Lotto 9PM,37682,5/24/2019,4500,276
EZ2 Lotto 9PM,15-19,5/24/2019,4000,161
EZ2 Lotto 11AM,42948,5/24/2019,4000,190
EZ2 Lotto 4PM,42979,5/24/2019,4000,198
Ultra Lotto 6/58,34-18-17-57-04-20,5/24/2019,49500000,0
Superlotto 6/49,40-42-05-37-09-36,5/23/2019,15840000,0
6Digit,3-2-4-8-3-6,5/23/2019,10094984.94,0
Suertres Lotto 11AM,38568,5/23/2019,4500,168
Suertres Lotto 4PM,39454,5/23/2019,4500,346
Suertres Lotto 9PM,38447,5/23/2019,4500,368
EZ2 Lotto 9PM,27-16,5/23/2019,4000,72
Lotto 6/42,37-28-09-21-33-13,5/23/2019,5940000,0
EZ2 Lotto 11AM,44910,5/23/2019,4000,87
EZ2 Lotto 4PM,22-31,5/23/2019,4000,60
Megalotto 6/45,33-40-02-35-08-14,5/22/2019,10892883.8,0
4Digit,8-0-9-4,5/22/2019,181083,4
Suertres Lotto 11AM,37719,5/22/2019,4500,69
Suertres Lotto 4PM,38540,5/22/2019,4500,122
Suertres Lotto 9PM,38200,5/22/2019,4500,146
EZ2 Lotto 9PM,47027,5/22/2019,4000,482
EZ2 Lotto 11AM,44621,5/22/2019,4000,177
EZ2 Lotto 4PM,25-25,5/22/2019,4000,312
Grand Lotto 6/55,09-46-35-51-43-08,5/22/2019,196724645.2,0
Superlotto 6/49,28-15-23-44-05-46,5/21/2019,15840000,0
6Digit,4-2-6-0-1-8,5/21/2019,9647415.98,0
Suertres Lotto 11AM,36621,5/21/2019,4500,142
Suertres Lotto 4PM,39543,5/21/2019,4500,262
Suertres Lotto 9PM,0-1-7,5/21/2019,4500,256
EZ2 Lotto 9PM,42186,5/21/2019,4000,614
Lotto 6/42,19-34-25-01-04-13,5/21/2019,107289200.8,1
EZ2 Lotto 11AM,28-31,5/21/2019,4000,56
EZ2 Lotto 4PM,44829,5/21/2019,4000,90
Ultra Lotto 6/58,19-09-35-24-20-07,5/21/2019,49500000,0
Megalotto 6/45,31-07-35-03-30-18,5/20/2019,8910000,0
4Digit,5-8-9-2,5/20/2019,39608,18
Suertres Lotto 11AM,40028,5/20/2019,4500,151
Suertres Lotto 4PM,38539,5/20/2019,4500,66
Suertres Lotto 9PM,38353,5/20/2019,4500,515
EZ2 Lotto 9PM,44774,5/20/2019,4000,485
EZ2 Lotto 11AM,44672,5/20/2019,4000,167
EZ2 Lotto 4PM,20-17,5/20/2019,4000,119
Grand Lotto 6/55,06-33-54-42-36-41,5/20/2019,190755746,0
Superlotto 6/49,46-12-37-41-29-13,5/19/2019,15840000,0
Suertres Lotto 11AM,36586,5/19/2019,4500,241
Suertres Lotto 4PM,37630,5/19/2019,4500,269
Suertres Lotto 9PM,39662,5/19/2019,4500,287
EZ2 Lotto 9PM,44593,5/19/2019,4000,348
EZ2 Lotto 11AM,46905,5/19/2019,4000,173
EZ2 Lotto 4PM,21-16,5/19/2019,4000,55
Ultra Lotto 6/58,57-48-41-20-53-55,5/19/2019,49500000,0
6Digit,1-0-1-4-3-7,5/18/2019,9400107.44,0
Suertres Lotto 11AM,0-0-4,5/18/2019,4500,61
Suertres Lotto 4PM,38204,5/18/2019,4500,160
Suertres Lotto 9PM,39456,5/18/2019,4500,563
EZ2 Lotto 9PM,19-28,5/18/2019,4000,303
Lotto 6/42,24-23-34-35-06-37,5/18/2019,101012565.6,0
EZ2 Lotto 11AM,44986,5/18/2019,4000,153
EZ2 Lotto 4PM,26-15,5/18/2019,4000,76
Grand Lotto 6/55,12-24-13-02-49-06,5/18/2019,184904520.4,0
Megalotto 6/45,01-05-17-42-45-32,5/17/2019,8910000,0
4Digit,8-6-2-4,5/17/2019,42491,11
Suertres Lotto 11AM,38145,5/17/2019,4500,140
Suertres Lotto 4PM,37995,5/17/2019,4500,182
Suertres Lotto 9PM,37048,5/17/2019,4500,329
EZ2 Lotto 9PM,25-16,5/17/2019,4000,179
EZ2 Lotto 11AM,44875,5/17/2019,4000,70
EZ2 Lotto 4PM,26-20,5/17/2019,4000,30
Ultra Lotto 6/58,21-19-36-09-20-07,5/17/2019,49500000,0
Superlotto 6/49,42-33-08-49-41-31,5/16/2019,15840000,0
6Digit,5-9-4-0-1-1,5/16/2019,9350107.44,0
Suertres Lotto 11AM,6-0-7,5/16/2019,4500,125
Suertres Lotto 4PM,38022,5/16/2019,4500,365
Suertres Lotto 9PM,37837,5/16/2019,4500,319
EZ2 Lotto 9PM,44636,5/16/2019,4000,462
Lotto 6/42,08-09-30-18-22-38,5/16/2019,96006606.6,0
EZ2 Lotto 11AM,13-27,5/16/2019,4000,80
EZ2 Lotto 4PM,46569,5/16/2019,4000,215
Megalotto 6/45,22-12-35-01-20-06,5/15/2019,8910000,0
4Digit,6-6-1-0,5/15/2019,10000,57
Suertres Lotto 11AM,1-0-3,5/15/2019,4500,439
Suertres Lotto 4PM,37047,5/15/2019,4500,257
Suertres Lotto 9PM,39149,5/15/2019,4500,154
EZ2 Lotto 9PM,47270,5/15/2019,4000,597
EZ2 Lotto 11AM,44501,5/15/2019,4000,118
EZ2 Lotto 4PM,44856,5/15/2019,4000,223
Grand Lotto 6/55,37-23-27-05-26-39,5/15/2019,179318034,0
Superlotto 6/49,33-21-35-04-19-15,5/14/2019,15840000,0
6Digit,8-5-5-0-0-0,5/14/2019,9115618.06,0
Suertres Lotto 11AM,39117,5/14/2019,4500,239
Suertres Lotto 4PM,39266,5/14/2019,4500,207
Suertres Lotto 9PM,37746,5/14/2019,4500,464
EZ2 Lotto 9PM,44799,5/14/2019,4000,168
Lotto 6/42,05-22-32-08-06-09,5/14/2019,90784206.4,0
EZ2 Lotto 11AM,43191,5/14/2019,4000,195
EZ2 Lotto 4PM,44803,5/14/2019,4000,24
Ultra Lotto 6/58,42-13-37-22-34-45,5/14/2019,49500000,0
Megalotto 6/45,45-26-04-37-34-06,5/13/2019,8910000,0
4Digit,4-6-1-0,5/13/2019,10000,39
Suertres Lotto 11AM,39174,5/13/2019,4500,202
Suertres Lotto 4PM,37657,5/13/2019,4500,432
Suertres Lotto 9PM,38175,5/13/2019,4500,267
EZ2 Lotto 9PM,42856,5/13/2019,4000,665
EZ2 Lotto 11AM,44918,5/13/2019,4000,92
EZ2 Lotto 4PM,14-22,5/13/2019,4000,188
Grand Lotto 6/55,13-24-27-51-20-40,5/13/2019,174010991.6,0
Superlotto 6/49,25-31-07-28-18-27,43804,142668428.8,1
Suertres Lotto 11AM,37654,43804,4500,350
Suertres Lotto 4PM,37138,43804,4500,118
Suertres Lotto 9PM,39816,43804,4500,467
EZ2 Lotto 9PM,27-22,43804,4000,112
EZ2 Lotto 11AM,45597,43804,4000,212
EZ2 Lotto 4PM,44569,43804,4000,172
Ultra Lotto 6/58,06-17-04-26-08-15,43804,72169131.4,1
6Digit,8-6-9-0-4-5,43774,9065618.06,0
Suertres Lotto 11AM,0-6-2,43774,4500,90
Suertres Lotto 4PM,38811,43774,4500,148
Suertres Lotto 9PM,37868,43774,4500,149
EZ2 Lotto 9PM,44872,43774,4000,641
Lotto 6/42,37-38-07-18-21-23,43774,86305532.6,0
EZ2 Lotto 11AM,14-20,43774,4000,130
EZ2 Lotto 4PM,15-30,43774,4000,202
Grand Lotto 6/55,26-35-08-21-18-29,43774,169892371.6,0
Megalotto 6/45,30-03-07-42-01-12,43743,11558750.6,1
4Digit,4-2-9-3,43743,136438,6
Suertres Lotto 11AM,38565,43743,4500,306
Suertres Lotto 4PM,38726,43743,4500,256
Suertres Lotto 9PM,38414,43743,4500,264
EZ2 Lotto 9PM,44920,43743,4000,104
EZ2 Lotto 11AM,44679,43743,4000,197
EZ2 Lotto 4PM,31-27,43743,4000,17
Ultra Lotto 6/58,09-49-18-50-27-06,43743,69989908,0
Superlotto 6/49,23-26-34-41-04-43,43713,137369623.2,0
6Digit,2-0-3-3-4-8,43713,8581015.96,0
Suertres Lotto 11AM,39968,43713,4500,147
Suertres Lotto 4PM,37324,43713,4500,250
Suertres Lotto 9PM,38572,43713,4500,273
EZ2 Lotto 9PM,44801,43713,4000,439
Lotto 6/42,42-08-07-35-17-28,43713,82179390.8,0
EZ2 Lotto 11AM,44574,43713,4000,41
EZ2 Lotto 4PM,44823,43713,4000,206
Megalotto 6/45,44-13-32-34-14-37,43682,9131849.6,0
4Digit,0-1-3-0,43682,10000,54
Suertres Lotto 11AM,38173,43682,4500,148
Suertres Lotto 4PM,4-0-7,43682,4500,281
Suertres Lotto 9PM,39482,43682,4500,417
EZ2 Lotto 9PM,28-18,43682,4000,127
EZ2 Lotto 11AM,28-26,43682,4000,98
EZ2 Lotto 4PM,44718,43682,4000,362
Grand Lotto 6/55,20-34-52-10-04-35,43682,164499186,0
Superlotto 6/49,28-12-47-05-03-02,43651,132609606.4,0
6Digit,0-0-0-6-5-9,43651,8300498.76,0
Suertres Lotto 11AM,38753,43651,4500,349
Suertres Lotto 4PM,37137,43651,4500,127
Suertres Lotto 9PM,7-0-5,43651,4500,318
EZ2 Lotto 9PM,44835,43651,4000,588
Lotto 6/42,27-41-02-30-06-17,43651,78440578.6,0
EZ2 Lotto 11AM,22-13,43651,4000,169
EZ2 Lotto 4PM,44814,43651,4000,187
Ultra Lotto 6/58,22-46-26-36-30-10,43651,67104702.2,0
Megalotto 6/45,29-23-40-32-33-12,43621,8910000,0
4Digit,3-7-6-8,43621,58376,11
Suertres Lotto 11AM,3-0-7,43621,4500,242
Suertres Lotto 4PM,38542,43621,4500,181
Suertres Lotto 9PM,38967,43621,4500,196
EZ2 Lotto 9PM,11414,43621,4000,589
EZ2 Lotto 11AM,44670,43621,4000,191
EZ2 Lotto 4PM,13-14,43621,4000,107
Grand Lotto 6/55,37-39-29-26-24-01,43621,159518249.6,0
Superlotto 6/49,24-42-26-02-49-03,43590,128161307.6,0
Suertres Lotto 11AM,37013,43590,4500,328
Suertres Lotto 4PM,36770,43590,4500,147
Suertres Lotto 9PM,38200,43590,4500,197
EZ2 Lotto 9PM,16-26,43590,4000,469
EZ2 Lotto 11AM,15-27,43590,4000,86
EZ2 Lotto 4PM,44768,43590,4000,55
Ultra Lotto 6/58,16-21-47-14-46-44,43590,65348933.6,0
6Digit,3-3-5-8-5-8,43560,8148346.5,0
Suertres Lotto 11AM,38390,43560,4500,343
Suertres Lotto 4PM,36773,43560,4500,113
Suertres Lotto 9PM,38173,43560,4500,557
EZ2 Lotto 9PM,21-13,43560,4000,122
Lotto 6/42,16-14-40-05-09-22,43560,74674067.8,0
EZ2 Lotto 11AM,46235,43560,4000,211
EZ2 Lotto 4PM,44610,43560,4000,112
Grand Lotto 6/55,35-14-41-55-32-29,43560,154294050.4,0
Megalotto 6/45,28-11-30-40-22-18,43529,8910000,0
4Digit,9-8-0-7,43529,42484,16
Suertres Lotto 11AM,39637,43529,4500,123
Suertres Lotto 4PM,38724,43529,4500,170
Suertres Lotto 9PM,37988,43529,4500,331
EZ2 Lotto 9PM,31-24,43529,4000,403
EZ2 Lotto 11AM,44690,43529,4000,209
EZ2 Lotto 4PM,41426,43529,4000,203
Ultra Lotto 6/58,32-40-54-22-05-34,43529,63221964.6,0
Superlotto 6/49,07-28-15-39-34-01,43501,123123232.8,0
6Digit,0-0-1-8-8-5,43501,7880123.66,0
Suertres Lotto 11AM,39242,43501,4500,142
Suertres Lotto 4PM,6-0-4,43501,4500,113
Suertres Lotto 9PM,39208,43501,4500,373
EZ2 Lotto 9PM,44564,43501,4000,625
Lotto 6/42,34-13-28-20-18-23,43501,70815740.8,0
EZ2 Lotto 11AM,42156,43501,4000,192
EZ2 Lotto 4PM,44596,43501,4000,223
Megalotto 6/45,17-18-07-40-01-45,43470,8910000,0
4Digit,0-5-4-9,43470,23715,23
Suertres Lotto 11AM,37749,43470,4500,248
Suertres Lotto 4PM,36526,43470,4500,667
Suertres Lotto 9PM,0-6-5,43470,4500,166
EZ2 Lotto 9PM,42826,43470,4000,678
EZ2 Lotto 11AM,44798,43470,4000,98
EZ2 Lotto 4PM,19-27,43470,4000,125
Grand Lotto 6/55,20-22-28-38-43-46,43470,149101214.4,0
Superlotto 6/49,13-41-35-25-04-29,4/30/2019,118560578,0
6Digit,8-5-9-1-1-0,4/30/2019,7547794.08,0
Suertres Lotto 11AM,37713,4/30/2019,4500,93
Suertres Lotto 4PM,38232,4/30/2019,4500,215
Suertres Lotto 9PM,39330,4/30/2019,4500,337
EZ2 Lotto 9PM,14-15,4/30/2019,4000,213
Lotto 6/42,18-33-19-17-26-25,4/30/2019,67318796.6,0
EZ2 Lotto 11AM,44732,4/30/2019,4000,152
EZ2 Lotto 4PM,44136,4/30/2019,4000,206
Ultra Lotto 6/58,22-06-10-49-33-11,4/30/2019,60410489.2,0
Megalotto 6/45,17-35-18-23-19-10,4/29/2019,47745245,1
4Digit,4-3-8-5,4/29/2019,124488,6
Suertres Lotto 11AM,37044,4/29/2019,4500,108
Suertres Lotto 4PM,0-3-6,4/29/2019,4500,135
Suertres Lotto 9PM,0-8-3,4/29/2019,4500,186
EZ2 Lotto 9PM,19-19,4/29/2019,4000,805
EZ2 Lotto 11AM,13-20,4/29/2019,4000,155
EZ2 Lotto 4PM,44593,4/29/2019,4000,215
Grand Lotto 6/55,05-44-51-47-15-07,4/29/2019,144385184.4,0
Superlotto 6/49,48-27-49-26-02-17,4/28/2019,114427873.6,0
Suertres Lotto 11AM,36775,4/28/2019,4500,90
Suertres Lotto 4PM,37411,4/28/2019,4500,143
Suertres Lotto 9PM,4-0-6,4/28/2019,4500,181
EZ2 Lotto 9PM,15-19,4/28/2019,4000,318
EZ2 Lotto 11AM,44888,4/28/2019,4000,74
EZ2 Lotto 4PM,44887,4/28/2019,4000,122
Ultra Lotto 6/58,12-07-33-08-14-50,4/28/2019,58720769.8,0
6Digit,9-3-0-2-0-7,4/27/2019,7296077.42,0
Suertres Lotto 11AM,38599,4/27/2019,4500,308
Suertres Lotto 4PM,39662,4/27/2019,4500,196
Suertres Lotto 9PM,36743,4/27/2019,4500,440
EZ2 Lotto 9PM,11293,4/27/2019,4000,404
Lotto 6/42,08-21-20-31-12-38,4/27/2019,63959523.4,0
EZ2 Lotto 11AM,44829,4/27/2019,4000,55
EZ2 Lotto 4PM,41306,4/27/2019,4000,121
Grand Lotto 6/55,22-35-16-10-03-32,4/27/2019,139568935.6,0
Megalotto 6/45,26-05-40-32-21-34,4/26/2019,44732444.4,0
4Digit,1-0-9-9,4/26/2019,22064,32
Suertres Lotto 11AM,37408,4/26/2019,4500,265
Suertres Lotto 4PM,38840,4/26/2019,4500,129
Suertres Lotto 9PM,39942,4/26/2019,4500,123
EZ2 Lotto 9PM,17-16,4/26/2019,4000,135
EZ2 Lotto 11AM,29-30,4/26/2019,4000,79
EZ2 Lotto 4PM,44786,4/26/2019,4000,134
Ultra Lotto 6/58,30-17-11-53-51-48,4/26/2019,56662363.8,0
Superlotto 6/49,06-17-24-21-46-45,4/25/2019,109717079.6,0
6Digit,9-0-1-0-5-4,4/25/2019,7106254.7,0
Suertres Lotto 11AM,38899,4/25/2019,4500,131
Suertres Lotto 4PM,37627,4/25/2019,4500,371
Suertres Lotto 9PM,36777,4/25/2019,4500,118
EZ2 Lotto 9PM,44567,4/25/2019,4000,610
Lotto 6/42,24-38-36-27-09-05,4/25/2019,60476883.8,0
EZ2 Lotto 11AM,44721,4/25/2019,4000,198
EZ2 Lotto 4PM,41275,4/25/2019,4000,115
Megalotto 6/45,19-04-09-45-29-43,4/24/2019,41604644.8,0
4Digit,1-9-9-6,4/24/2019,18671,39
Suertres Lotto 11AM,37867,4/24/2019,4500,88
Suertres Lotto 4PM,0-8-7,4/24/2019,4500,71
Suertres Lotto 9PM,37836,4/24/2019,4500,231
EZ2 Lotto 9PM,44712,4/24/2019,4000,103
EZ2 Lotto 11AM,25-30,4/24/2019,4000,114
EZ2 Lotto 4PM,43040,4/24/2019,4000,189
Grand Lotto 6/55,20-23-12-27-21-16,4/24/2019,134713082.4,0
Superlotto 6/49,17-11-23-40-36-03,4/23/2019,105352328,0
6Digit,6-5-3-3-9-8,4/23/2019,6670669.52,0
Suertres Lotto 11AM,0-0-6,4/23/2019,4500,82
Suertres Lotto 4PM,37775,4/23/2019,4500,183
Suertres Lotto 9PM,37416,4/23/2019,4500,134
EZ2 Lotto 9PM,44256,4/23/2019,4000,302
Lotto 6/42,31-18-37-20-22-16,4/23/2019,57196898.4,0
EZ2 Lotto 11AM,44690,4/23/2019,4000,126
EZ2 Lotto 4PM,45413,4/23/2019,4000,205
Ultra Lotto 6/58,29-43-35-28-24-45,4/23/2019,54219732.4,0
Megalotto 6/45,08-19-42-14-15-26,4/22/2019,38829659.2,0
4Digit,2-3-4-5,4/22/2019,28126,23
Suertres Lotto 11AM,39995,4/22/2019,4500,299
Suertres Lotto 4PM,39333,4/22/2019,4500,233
Suertres Lotto 9PM,39298,4/22/2019,4500,544
EZ2 Lotto 9PM,17-13,4/22/2019,4000,168
EZ2 Lotto 11AM,44688,4/22/2019,4000,225
EZ2 Lotto 4PM,13-30,4/22/2019,4000,52
Grand Lotto 6/55,29-32-39-08-35-02,4/22/2019,129970938.4,0
Megalotto 6/45,03-36-26-01-15-28,4/17/2019,36048910.4,0
4Digit,8-1-2-7,4/17/2019,17599,15
Suertres Lotto 11AM,37780,4/17/2019,4500,206
Suertres Lotto 4PM,36621,4/17/2019,4500,149
Suertres Lotto 9PM,37077,4/17/2019,4500,408
EZ2 Lotto 9PM,10990,4/17/2019,4000,312
EZ2 Lotto 11AM,13-16,4/17/2019,4000,137
EZ2 Lotto 4PM,44777,4/17/2019,4000,218
Grand Lotto 6/55,42-07-25-39-24-43,4/17/2019,125472132,0
Superlotto 6/49,17-41-26-19-37-47,4/16/2019,101270109.2,0
6Digit,7-5-8-4-6-7,4/16/2019,6185762.54,0
Suertres Lotto 11AM,0-6-4,4/16/2019,4500,108
Suertres Lotto 4PM,37988,4/16/2019,4500,435
Suertres Lotto 9PM,39879,4/16/2019,4500,288
EZ2 Lotto 9PM,44875,4/16/2019,4000,369
Lotto 6/42,23-27-09-34-02-41,4/16/2019,53944347.2,0
